system:index,area_alerta_km2,bound_area_ha,id_gee,ndfi_diff,ndfi_t0,ndfi_t1,sensor,src,status,t0_cloudmask_area_ha,t0_cloudmask_area_perc,t0_period,t1_cloudmask_area_ha,t1_cloudmask_area_perc,t1_period,version,year,.geo
00080000000000001239_2021_08_3,13203.494617219529,18.568940432452184,00080000000000001239,0.22547808289527893,0.7954093813896179,0.5700814127922058,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000123a_2021_08_3,13203.520745056949,21.26602250655212,0008000000000000123a,0.1912888139486313,0.8150447010993958,0.6306305229663849,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001242_2021_08_3,38628.17072402949,31.037553697937582,00080000000000001242,0.3463032990694046,0.8018788695335388,0.4554857760667801,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001244_2021_08_3,13332.561266504401,20.129495539473172,00080000000000001244,0.16095346212387085,0.777065247297287,0.6164142191410065,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001253_2021_08_3,13404.428686179068,19.643883775105408,00080000000000001253,0.3940790742635727,0.830997496843338,0.4212673306465149,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001256_2021_08_3,38808.58113868706,42.11323627411199,00080000000000001256,0.5240231156349182,0.81656813621521,0.2760920822620392,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001264_2021_08_3,624999.1696694889,191.40755606828614,00080000000000001264,0.5908209993725732,0.8187894523143768,0.24588775634765625,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001268_2021_08_3,13606.994836706832,19.82523782700147,00080000000000001268,0.6997749209403992,0.7923472026983898,0.09587553516030312,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001271_2021_08_3,64416.071576977025,40.671978427045815,00080000000000001271,0.2997247278690338,0.8249679803848267,0.5164605379104614,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000127d_2021_08_3,89910.70619437519,42.67417360603831,0008000000000000127d,0.8489734828472137,0.8261087834835052,-0.020145587623119354,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001289_2021_08_3,13904.047032149329,19.547064864457152,00080000000000001289,0.4568438231945038,0.8084807991981506,0.38549137115478516,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001298_2021_08_3,14002.854843115198,25.12247649134928,00080000000000001298,0.24639856815338135,0.7471823692321777,0.45384398102760315,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.019775823974609377,0.07871765341851955,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000129c_2021_08_3,39500.39953838014,31.77957994149911,0008000000000000129c,0.22516906261444092,0.814473956823349,0.5806281963984172,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000129e_2021_08_3,64807.319112406374,41.68793718807418,0008000000000000129e,0.4561201333999634,0.8103659451007843,0.33812524875005084,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000129f_2021_08_3,242618.73118101957,108.16186862064451,0008000000000000129f,0.14463178316752115,0.8413048471723285,0.6828481793403626,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012a5_2021_08_3,14099.246657284004,21.427047238233907,000800000000000012a5,0.21280676126480103,0.746442973613739,0.521684467792511,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012a6_2021_08_3,14097.022978343652,22.7849036578548,000800000000000012a6,0.31032124161720276,0.8054735660552979,0.4841901659965515,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012ab_2021_08_3,14095.199512680678,21.09685308921672,000800000000000012ab,0.6160459518432617,0.8501404821872711,0.27828893065452576,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012cc_2021_08_3,14531.026776027058,21.916068786435865,000800000000000012cc,0.2143276333808899,0.8346506357192993,0.5985128879547119,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012d4_2021_08_3,14489.84219190895,23.313969142360317,000800000000000012d4,0.2920137941837311,0.8026764392852783,0.5478710532188416,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012e1_2021_08_3,40105.2401497342,31.488636823844104,000800000000000012e1,0.21937152743339539,0.7970313628514608,0.5723724216222763,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012f2_2021_08_3,14789.8776786268,26.008487078241,000800000000000012f2,0.44714634120464325,0.8096036016941071,0.38981378078460693,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012f3_2021_08_3,14928.234991226536,25.228867797304268,000800000000000012f3,0.006067812442779541,0.5414947718381882,0.5317002236843109,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012f5_2021_08_3,14893.548970605114,18.276193215816736,000800000000000012f5,0.3035663366317749,0.8522001504898071,0.5518803000450134,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000012fa_2021_08_3,14887.81200436366,20.909475496156126,000800000000000012fa,0.16984280943870544,0.7654657959938049,0.6052825252215068,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001311_2021_08_3,15093.458899484964,19.63806286085852,00080000000000001311,0.18706798553466797,0.8257426619529724,0.6258980631828308,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001318_2021_08_3,65947.31978600979,39.34447654706793,00080000000000001318,0.676291028658549,0.8026173770427704,0.11223367229104042,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001324_2021_08_3,40604.19527009997,44.95559657978164,00080000000000001324,0.3528023064136505,0.8548232714335123,0.5075793862342834,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000132d_2021_08_3,117100.96468699985,54.55011220149071,0008000000000000132d,0.9002197980880737,0.8688928683598837,-0.01824992010369897,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001331_2021_08_3,193164.9909655256,98.23694795013562,00080000000000001331,0.4169587671756744,0.8580329060554505,0.43311649064222973,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000133a_2021_08_3,15683.242267446354,20.089807808398263,0008000000000000133a,0.2503613531589508,0.8441250920295715,0.6078878045082092,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000133d_2021_08_3,66501.70230096814,41.00209940539791,0008000000000000133d,0.6578065156936646,0.827294925848643,0.17666050791740417,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000133e_2021_08_3,91887.30700252853,53.624929992978494,0008000000000000133e,0.5500509440898895,0.8323124845822653,0.28275113304456073,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000133f_2021_08_3,269709.7989560289,85.80029781717312,0008000000000000133f,0.3940584510564804,0.8091844916343689,0.41785232722759247,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001353_2021_08_3,41496.442495275,28.71547403388231,00080000000000001353,0.4844736084342003,0.8299166162808737,0.3233407959342003,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000135f_2021_08_3,16184.651693185699,20.958294875607887,0008000000000000135f,0.2608402967453003,0.8257920145988464,0.5540770292282104,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001366_2021_08_3,16376.505125788419,21.931730124263645,00080000000000001366,0.22991856932640076,0.8070951104164124,0.5901617705821991,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001369_2021_08_3,16577.019097774268,27.769416336215173,00080000000000001369,0.22868385910987854,0.822583794593811,0.5859130769968033,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000136b_2021_08_3,16572.04181782732,23.320203110333534,0008000000000000136b,0.9535907506942749,0.8238389194011688,-0.13541673868894577,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000137b_2021_08_3,17017.829372944743,25.75511319259057,0008000000000000137b,0.2122574746608734,0.7883123278617858,0.5589756816625595,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000137e_2021_08_3,93277.66145194902,47.463737395447424,0008000000000000137e,0.6898952722549438,0.8425746560096741,0.15247223526239395,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000137f_2021_08_3,17115.21233357055,25.310182817323252,0008000000000000137f,0.6395204663276672,0.7246083617210388,-0.01068827509880066,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001397_2021_08_3,17467.98328609947,24.10818711449101,00080000000000001397,0.18888843059539795,0.8422177135944366,0.6483842432498932,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001398_2021_08_3,119107.14788314213,48.88309872218809,00080000000000001398,0.8488127887248993,0.8188251753648123,-0.02508416399359703,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000139e_2021_08_3,119194.73390409836,71.07927291811598,0008000000000000139e,0.39496157318353653,0.8482082386811575,0.4630545377731323,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000139f_2021_08_3,246926.7536796607,105.09380713462946,0008000000000000139f,0.26846429109573366,0.8207788359035145,0.552475881576538,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013a1_2021_08_3,17683.268157961167,21.338336452227093,000800000000000013a1,0.1686062514781952,0.7814975678920746,0.5929436981678009,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013ac_2021_08_3,17766.968406700376,27.870571914277708,000800000000000013ac,0.2785639017820358,0.7842833697795868,0.4970105439424515,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013b1_2021_08_3,17861.550993778794,26.66856937927253,000800000000000013b1,0.2161548137664795,0.8472262322902679,0.6335475295782089,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013b2_2021_08_3,18013.17469059013,21.918858960511667,000800000000000013b2,0.32305169105529785,0.838865801692009,0.48339811712503433,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013b7_2021_08_3,17967.79889589429,26.729743702886278,000800000000000013b7,0.1846579909324646,0.8113662004470825,0.6332889199256897,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013ba_2021_08_3,18075.412163677036,28.897808103084344,000800000000000013ba,0.08233058452606201,0.7798603475093842,0.7005763053894043,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",5.816717260024127E-4,0.002012857597806282,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013bb_2021_08_3,18066.338225969037,22.26789285147884,000800000000000013bb,0.43423841893672943,0.8136519690354664,0.33672940731048584,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013be_2021_08_3,43505.307719784156,33.75440952345293,000800000000000013be,0.3296452760696411,0.841153621673584,0.5084399580955505,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013bf_2021_08_3,119745.54291265874,48.21461898990692,000800000000000013bf,0.8561216791470846,0.8146783411502838,-0.06606580689549446,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013c0_2021_08_3,18170.388743401163,25.29039564415107,000800000000000013c0,0.34641219675540924,0.8358946442604065,0.48938341438770294,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013c7_2021_08_3,69149.10570869994,36.09158815776157,000800000000000013c7,0.7088100463151932,0.8207666128873825,0.08758982643485069,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013ca_2021_08_3,69177.52261931899,42.85515117429845,000800000000000013ca,1.0040338039398193,0.8254292830824852,-0.18491829559206963,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013cc_2021_08_3,18462.130467140967,35.49179382185683,000800000000000013cc,0.692332923412323,0.8316415548324585,0.15771611034870148,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013cf_2021_08_3,18605.91305561088,23.362979809600112,000800000000000013cf,0.19703179597854614,0.8139414191246033,0.6273913979530334,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013d1_2021_08_3,18572.921757336764,25.014889569160534,000800000000000013d1,0.33817151188850403,0.8701927860577902,0.5240789651870728,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013d4_2021_08_3,95030.87704120995,56.95933740812382,000800000000000013d4,0.596746414899826,0.7840895503759384,0.18592191487550735,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013db_2021_08_3,44087.27567312973,38.12635309059885,000800000000000013db,0.27580440044403076,0.8010107775529225,0.5003112256526947,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013e2_2021_08_3,18866.638360411584,32.73641601712953,000800000000000013e2,0.5211209952831268,0.8405117690563202,0.3385879695415497,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013e5_2021_08_3,44272.00734594296,33.91637072428081,000800000000000013e5,0.4744701385498047,0.8389666974544525,0.38049808144569397,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013e6_2021_08_3,19004.838032248157,27.268909591492214,000800000000000013e6,0.16556361317634583,0.7981710036595663,0.5909078071514766,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013ea_2021_08_3,247604.48969543184,141.583390889053,000800000000000013ea,0.33379891514778137,0.8510607361793519,0.5175405263900756,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000800000000000013ff_2021_08_3,19449.25301270698,24.57392754144115,000800000000000013ff,0.6970539689064026,0.8395677655935287,0.12502002716064453,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001402_2021_08_3,19451.946662506347,25.774457132017655,00080000000000001402,0.2891698479652405,0.827552855014801,0.5280761222044628,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001404_2021_08_3,44856.91074345429,32.220917686935096,00080000000000001404,0.7978573739528656,0.8122614920139313,-0.019300296902656555,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001407_2021_08_3,19562.611977903558,23.767230060586325,00080000000000001407,0.3555808365345001,0.838874876499176,0.4818633198738098,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001418_2021_08_3,45375.15969254469,47.850402529527166,00080000000000001418,0.47773799300193787,0.7751832246780396,0.2526339441537857,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001422_2021_08_3,20250.008180514415,27.333601144175883,00080000000000001422,0.3608616888523102,0.7974070906639099,0.32341405749320984,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000142e_2021_08_3,20441.611947935497,21.254860537791487,0008000000000000142e,0.26679226756095886,0.8567726016044617,0.5975275486707687,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000142f_2021_08_3,45859.05719659745,28.820093460029156,0008000000000000142f,0.4076240360736847,0.8197298496961594,0.4231296479701996,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001436_2021_08_3,46178.97991337122,35.692470979237434,00080000000000001436,0.15934288501739502,0.807986319065094,0.6410926580429077,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000143b_2021_08_3,97034.16684253124,62.607712995548454,0008000000000000143b,0.33097486197948456,0.818789079785347,0.47888662417729694,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001446_2021_08_3,21243.346502855085,33.962246462914024,00080000000000001446,0.13361310958862305,0.8149275879065196,0.6809812784194946,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001448_2021_08_3,46650.67888352261,41.47227181666564,00080000000000001448,0.3250228365262349,0.8040807644526163,0.4882407287756602,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000144b_2021_08_3,21336.3302360945,23.735445697802383,0008000000000000144b,0.23666624228159586,0.7364189227422079,0.3562942147254944,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000144d_2021_08_3,97818.03187471736,46.55577190224436,0008000000000000144d,0.4066106863319874,0.8222860793272655,0.426396407186985,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001456_2021_08_3,21633.548204757717,25.906267651082782,00080000000000001456,1.0688921213150024,0.8157419661680857,-0.256548497825861,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.08892647018432617,0.3432623772054999,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00080000000000001458_2021_08_3,326915.09828978346,161.48256268937658,00080000000000001458,0.7705043673515319,0.827718847990036,0.058678039660056434,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000145c_2021_08_3,123529.46006574163,60.94935860903279,0008000000000000145c,0.41128794352213544,0.8226495027542114,0.4070519804954529,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0008000000000000145d_2021_08_3,22029.428478119004,26.17096068498804,0008000000000000145d,0.23258978128433228,0.8289991617202759,0.60742689371109,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
